Job,Operation,Arrival,Deadline,Machine,Start,Processing Time,End,Tardiness
Job_012,3,950.74,2733.871302738562,M9,1486.11,11.0,1497.11,0.0
Job_010,3,845.0,2729.5250434825193,M5,1490.46,74.0,1564.46,0.0
Job_013,1,1123.32,2857.502600310445,M1,1490.46,2.0,1492.46,0.0
Job_008,1,708.67,2795.9825249704345,M1,1505.02,69.0,1574.02,0.0
Job_019,0,1440.0,2821.052675650455,M0,1505.02,29.0,1534.02,0.0
Job_011,0,894.99,2982.302524970434,M0,1534.02,76.0,1610.02,0.0
Job_001,9,83.42,1866.5513027385623,M8,1534.22,30.0,1564.22,0.0
Job_015,7,1134.27,2508.3300038750094,M7,1534.22,49.0,1583.22,0.0
Job_003,8,197.03,2487.1300064583497,M9,1561.64,22.0,1583.64,0.0
Job_017,3,1254.35,2635.402675650455,M3,1561.64,36.0,1597.64,0.0
Job_009,6,740.79,2628.8113793702423,M5,1564.46,47.0,1611.46,0.0
Job_019,1,1440.0,2821.052675650455,M1,1574.02,78.0,1652.02,0.0
Job_007,8,488.49,2373.0150434825196,M7,1583.22,36.0,1619.22,0.0
Job_015,8,1134.27,2508.3300038750094,M9,1583.64,72.0,1655.64,0.0
Job_012,4,950.74,2733.871302738562,M3,1597.64,69.0,1666.64,0.0
Job_017,4,1254.35,2635.402675650455,M4,1597.64,49.0,1646.64,0.0
Job_020,0,1523.42,3306.5513027385623,M0,1610.02,43.0,1653.02,0.0
Job_003,9,197.03,2487.1300064583497,M5,1611.46,43.0,1654.46,0.0
Job_010,4,845.0,2729.5250434825193,M4,1646.64,32.0,1678.64,0.0
Job_019,2,1440.0,2821.052675650455,M2,1652.02,9.0,1661.02,0.0
Job_017,5,1254.35,2635.402675650455,M5,1654.46,11.0,1665.46,0.0
Job_015,9,1134.27,2508.3300038750094,M6,1655.64,53.0,1708.64,0.0
Job_008,2,708.67,2795.9825249704345,M3,1666.64,76.0,1742.64,0.0
Job_012,5,950.74,2733.871302738562,M1,1666.64,28.0,1694.64,0.0
Job_023,0,1673.63,3047.69000387501,M2,1673.63,14.0,1687.63,0.0
Job_020,1,1523.42,3306.5513027385623,M2,1687.63,90.0,1777.63,0.0
Job_023,1,1673.63,3047.69000387501,M0,1687.63,6.0,1693.63,0.0
Job_011,1,894.99,2982.302524970434,M1,1694.64,69.0,1763.64,0.0
Job_012,6,950.74,2733.871302738562,M6,1708.64,46.0,1754.64,0.0
Job_008,3,708.67,2795.9825249704345,M5,1742.64,51.0,1793.64,0.0
Job_019,3,1440.0,2821.052675650455,M3,1742.64,36.0,1778.64,0.0
Job_017,6,1254.35,2635.402675650455,M6,1754.64,62.0,1816.64,0.0
Job_018,0,1354.37,3242.3913793702422,M1,1763.64,85.0,1848.64,0.0
Job_011,2,894.99,2982.302524970434,M3,1778.64,76.0,1854.64,0.0
Job_019,4,1440.0,2821.052675650455,M4,1778.64,49.0,1827.64,0.0
Job_008,4,708.67,2795.9825249704345,M2,1793.64,85.0,1878.64,0.0
Job_013,2,1123.32,2857.502600310445,M5,1793.64,52.0,1845.64,0.0
Job_010,5,845.0,2729.5250434825193,M6,1816.64,88.0,1904.64,0.0
Job_020,2,1523.42,3306.5513027385623,M4,1827.64,75.0,1902.64,0.0
Job_012,7,950.74,2733.871302738562,M5,1845.64,46.0,1891.64,0.0
Job_016,0,1135.63,3121.5487842264774,M1,1848.64,91.0,1939.64,0.0
Job_013,3,1123.32,2857.502600310445,M3,1854.64,95.0,1949.64,0.0
Job_008,5,708.67,2795.9825249704345,M9,1878.64,11.0,1889.64,0.0
Job_011,3,894.99,2982.302524970434,M5,1891.64,51.0,1942.64,0.0
Job_008,6,708.67,2795.9825249704345,M6,1904.64,40.0,1944.64,0.0
Job_010,6,845.0,2729.5250434825193,M8,1904.64,19.0,1923.64,0.0
Job_017,7,1254.35,2635.402675650455,M7,1915.64,56.0,1971.64,0.0
Job_010,7,845.0,2729.5250434825193,M9,1923.64,48.0,1971.64,0.0
Job_016,1,1135.63,3121.5487842264774,M0,1939.64,85.0,2024.64,0.0
Job_023,2,1673.63,3047.69000387501,M1,1939.64,22.0,1961.64,0.0
Job_011,4,894.99,2982.302524970434,M2,1942.64,85.0,2027.64,0.0
